day,time,relative_humidity_2m (%),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (Â°),wind_speed_100m (km/h),wind_direction_100m (Â°),PM10 (Âµg/mÂ³),NO (Âµg/mÂ³),NO2 (Âµg/mÂ³),NOx (ppb),NH3 (Âµg/mÂ³),SO2 (Âµg/mÂ³),CO (mg/mÂ³),Ozone (Âµg/mÂ³),Benzene (Âµg/mÂ³),Toluene (Âµg/mÂ³),Xylene (Âµg/mÂ³),Eth-Benzene (Âµg/mÂ³),MP-Xylene (Âµg/mÂ³)
05-02-2024,03:00:00,96,0,991.6,11.6,355,17.3,356,126.57,14.7,12.44,23.48,102.08,10.3,1.37,16.5,4.64,13.59,2.52,3.43,5.94
05-02-2024,04:00:00,88,0.1,992.6,13,2,17.6,360,125.65,13.74,13.3,26.82,93.33,9.67,1.1,12.88,4.52,12.07,3.52,3.96,5.09
05-02-2024,05:00:00,79,0.1,993,12,353,15.2,355,122.84,12.65,13.65,24.84,99.43,9.5,0.84,13.7,4.65,12.52,2.65,4.25,4.76
05-02-2024,06:00:00,71,0,992.7,8.8,348,10.9,351,111.18,15.08,14.9,22.65,113.22,10.58,1.42,15.33,4.62,12.34,2.68,4.08,4.83
05-02-2024,07:00:00,69,0,991.7,6.6,338,8,342,97.65,16.72,15.8,22.63,120.45,10.61,1.61,15.1,4.67,11.29,3.62,3.39,4.67
05-02-2024,08:00:00,64,0,990.9,7.3,327,8.7,330,109.46,15.86,13.94,28.38,108.12,10.97,0.86,23.94,3.81,11.77,2.53,3.65,3.81
05-02-2024,09:00:00,57,0,990.2,8.2,319,10.2,321,127.62,16.64,14.94,30.75,111.48,10.98,1.69,28.01,3.74,11.79,2.71,4.35,4.08
05-02-2024,10:00:00,54,0,989.7,8.4,317,10.7,318,131.41,15.77,18.27,25.82,101.16,9.56,1.13,29.72,3.49,11.85,1.08,3.85,4.09
05-02-2024,11:00:00,56,0,989.5,8.4,313,11.5,316,141.6,16.76,18.04,25.44,98.96,9.09,0.95,36.23,4.21,15.84,3.19,3.51,4.23
05-02-2024,12:00:00,73,0,989.4,5.5,293,12.9,306,143.05,21.74,19.16,38.74,83.44,8.71,1.86,40.37,4,29.42,1.88,3.45,3.97
05-02-2024,13:00:00,80,0,990.2,8,342,19.5,344,139.75,20.29,19.23,37.29,81.86,8.93,1.61,40.27,3.95,27.27,1.98,3.32,3.85
05-02-2024,14:00:00,84,0,991.1,7.9,344,20.6,348,121,16.39,18.41,27.92,92.58,8.87,0.8,44.6,3.9,24.22,2.6,3.26,3.61
05-02-2024,15:00:00,87,0,991.6,8.1,339,21.6,345,118.38,15.47,19.07,27.27,107.54,8.78,1.24,44.73,3.86,21.8,2.72,3.27,3.61
05-02-2024,16:00:00,89,0,992,7.5,343,19.9,347,113.4,26.83,14.39,32.52,102.18,10.85,1.63,35.28,3.81,19.86,2.61,3.42,3.63
05-02-2024,17:00:00,92,0,992.2,7.3,340,19.6,346,125.35,13.82,16.06,21.7,104.11,10.73,1.46,36.01,3.74,18.3,2.64,3.52,3.65
05-02-2024,18:00:00,93,0,992.2,6.9,332,18.9,342,103.56,16.08,16.33,20.08,87.04,10.04,0.81,33.71,4.01,22.4,2.78,5.75,7.71
05-02-2024,19:00:00,95,0,991.9,7.2,333,19.2,343,136.79,16.18,16.3,20.15,79.74,8.77,0.86,30.72,4.06,21.37,2.78,5.82,7.76
05-02-2024,20:00:00,95,0,991.6,7.2,333,19.1,344,149.72,17.48,16.93,31.14,76.14,8.54,1.16,22.74,3.87,15.48,2.6,4.87,4.99
05-02-2024,21:00:00,96,0,991.1,8.2,337,20.9,345,158.21,17.26,17.03,31.42,80.94,8.39,1.2,21.35,3.84,15.91,2.59,4.8,4.24
05-02-2024,22:00:00,95,0,990.8,8.3,342,21.4,347,152.41,14.83,17.6,30.74,98.47,9.37,1.99,19.87,4.28,16.06,3.72,4.38,4.24
05-02-2024,23:00:00,95,0,990.8,7.1,336,19.7,345,150.82,14.13,17.51,31.35,112.3,9.13,1.95,18.65,4.91,14.3,3.65,3.88,5.02
06-02-2024,00:00:00,96,0,990.8,6.8,328,17.8,342,118.42,9.64,15.06,21.74,110.66,8.19,1.22,17.63,4.52,24.07,12.88,8.83,5.65
06-02-2024,01:00:00,98,0,991.9,5.9,313,16.1,333,105.67,10.57,15.58,26.8,108.92,9.02,1.25,14.01,3.06,11.43,3.83,2.92,4.03
06-02-2024,02:00:00,98,0,992.9,6,303,16.3,325,96.52,14.96,13.58,26.34,85.01,8.81,0.98,15.71,3.33,12.16,2.3,2.54,3.34
06-02-2024,03:00:00,94,0,993.9,8,288,15.5,318,97.61,11.6,14.41,23.24,80.53,8.24,1.38,15.74,4.91,13.72,2.64,3.2,5.75
06-02-2024,04:00:00,86,0,994.6,5.8,292,12.2,315,87.46,10.52,15.04,26.41,74.22,10.09,1.06,12.01,4.91,12.25,3.57,3.74,4.95
06-02-2024,05:00:00,76,0,995,6.6,299,8.8,305,87.35,12.06,15.28,26.35,78.09,9.91,0.83,12.08,5.36,12.65,2.7,4.12,4.7
06-02-2024,06:00:00,66,0,994.5,7.6,301,9.3,306,76.66,13.19,15.64,22.41,92.21,9.91,1.4,15.26,5.18,12.23,2.7,4.04,4.78
06-02-2024,07:00:00,54,0,993.7,9.1,304,11.4,305,78.04,13.74,16.31,21.13,103.84,8.28,1.53,16.1,4.97,10.97,3.55,3.47,4.68
06-02-2024,08:00:00,46,0,992.8,11,308,14.1,310,95.06,16.43,14.77,30.18,95.68,7.42,0.8,23.77,4.07,11.43,2.52,3.76,3.8
06-02-2024,09:00:00,42,0,992.1,12.5,309,16.1,310,112.69,15.81,15.54,30.72,96.86,7.22,1.63,28.85,4.09,11.29,2.64,4.34,4.04
06-02-2024,10:00:00,43,0,991.7,12.8,310,16.8,312,119.52,13.21,18.61,24.26,75.03,8.82,1.1,33.4,3.71,11.18,1.07,4.13,4.06
06-02-2024,11:00:00,49,0,991.6,11,308,16.6,311,121,13.12,18.24,22.71,68.32,8.73,0.86,42.28,4.14,9.68,3.24,4.09,4.27
06-02-2024,12:00:00,66,0,991.5,6,303,15.1,308,126.94,14.07,16.76,29.59,66.34,8.95,1.56,40.46,3.81,9.62,1.96,4.31,4.27
06-02-2024,13:00:00,77,0,992.2,10.7,348,15.8,348,134.99,13.51,16.3,28.65,68.19,8.55,1.36,41.83,3.67,9.38,1.98,4.06,4.12
06-02-2024,14:00:00,79,0,993,10.4,340,16.4,345,117.44,11.12,15.2,21.36,85.78,8.45,0.72,46.87,3.64,9.21,2.64,3.85,3.82
06-02-2024,15:00:00,82,0,993.4,10.5,333,17.1,338,112.04,11.13,15.26,21.36,99.66,8.07,1.05,48.63,3.58,9.29,2.66,3.8,3.77
06-02-2024,16:00:00,85,0,993.6,9.2,329,18.2,330,120.59,12.62,14.76,20,92.16,9.45,1.31,39.4,3.42,9.27,2.6,3.64,3.75
06-02-2024,17:00:00,87,0,993.4,7.9,330,20,330,119.56,12.74,15.6,20.68,95.38,9.21,1.3,37.86,3.39,9.16,2.68,3.44,3.66
06-02-2024,18:00:00,86,0,993.1,8.2,331,22.4,332,116.8,14.83,15.8,18.76,76.5,9.2,0.66,36.14,3.63,13.82,2.77,4.96,7.02
06-02-2024,19:00:00,82,0,992.7,9,331,24.3,335,136.2,14.78,17.12,20.34,70.87,8.48,0.77,31.23,3.68,14.25,2.76,5.18,7.67
06-02-2024,20:00:00,76,0,992.5,9.2,334,25,335,193.6,16.56,20.26,33.47,67.77,9.27,1.22,22.84,3.64,9.56,2.62,4.11,4.51
06-02-2024,21:00:00,77,0,992.3,7.6,329,22.2,333,271.26,16.69,21.24,34.97,72.28,8.73,1.38,21.24,3.75,11.21,2.55,5.02,4.32
06-02-2024,22:00:00,80,0,992,7.7,319,20.2,329,271.86,14.76,21.34,33.97,84.7,8.99,2.2,20.56,4.28,12.17,3.7,5.75,4.87
06-02-2024,23:00:00,81,0,992,7.7,323,21.5,329,263.92,13.55,19.76,32.78,97.94,8.33,2.25,20.23,5.1,11.66,3.61,6.32,6.18
07-02-2024,00:00:00,81,0,991.9,7.7,332,21.7,333,231.02,13.2,17.9,26.87,101.88,8.06,1.5,18.85,4.8,22.39,12.51,12.84,7.23
07-02-2024,01:00:00,88,0,992.3,7.4,337,20.9,341,236.62,14.99,20.18,33.94,108.06,9.07,1.46,15.08,3.49,10.07,3.84,9.65,6.57
07-02-2024,02:00:00,89,0,992.8,6.9,332,19.8,341,206.84,21.74,16.21,33.41,90.44,8.67,1.12,18.73,3.61,10.89,2.3,7.8,5.34
07-02-2024,03:00:00,81,0,994.2,9.4,313,18.2,330,199.88,16.29,15.26,27.1,84.52,8.65,1.44,20.89,4.75,12.16,2.5,7.54,7.47
07-02-2024,04:00:00,74,0,995.1,7.9,294,15.3,313,152.06,13.6,14.96,28.33,74.64,9.54,1.14,18.59,4.28,10.37,3.57,7.15,6.39
07-02-2024,05:00:00,66,0,995.4,9.7,297,12.8,302,118.53,11.84,15.07,25.53,75.3,9.41,0.88,18.55,4.4,10.73,2.67,6.66,5.71
07-02-2024,06:00:00,58,0,995.2,12.6,301,16.4,303,127.13,13.46,16.72,23.01,85.46,9.18,1.44,19.74,4.37,10.53,2.73,6.3,5.6
07-02-2024,07:00:00,53,0,994.3,16.4,308,21.3,309,134.14,13.63,18.31,22.21,94.42,9.69,1.62,19.38,4.32,9.65,3.58,6.12,5.5
07-02-2024,08:00:00,49,0,993.6,18.9,309,24.8,310,167.11,13.2,17.16,28.84,86.56,9.69,0.85,27.18,3.65,10.45,2.46,6.38,4.69
07-02-2024,09:00:00,47,0,993,21.5,308,28.7,309,184.56,13.58,16.96,29.88,86.96,9.99,1.66,33.27,3.66,10.46,2.6,6.85,4.98
07-02-2024,10:00:00,49,0,992.5,20.7,309,28.4,309,173.27,11.4,19.63,23.77,70.31,8.9,1.1,36.71,3.3,10.89,1.15,5.07,4.38
07-02-2024,11:00:00,53,0,992.4,16.6,312,25.5,313,150.94,7.9,16.02,17.67,26.96,2.88,0.64,38.32,4.33,20.54,3.184684951,7,4.9
07-02-2024,12:00:00,57,0,992.2,13,314,24.7,316,123.62,14.02,13.05,22.19,26.79,12.46,1.43,54.96,1.94,1.33,3.184684951,3.69210641,3.72
07-02-2024,13:00:00,64,0,993.1,11.2,310,25.5,314,127.08,14.07,12.78,22.53,26.42,10.39,1.23,55.67,2.02,2.45,1.88,1.29,3
07-02-2024,14:00:00,70,0,993.7,9.4,302,24.5,310,181.86,14.3,22.74,12.38,26.98,11.04,0.58,62.26,2.06,2.4,2.67,1.27,2.67
07-02-2024,15:00:00,74,0,994.1,9.2,296,24.2,307,177.86,14.92,22.62,12.65,25.99,10.4,1.01,62.27,2.13,2.42,2.67,1.24,2.6
07-02-2024,16:00:00,79,0,994.4,8.6,292,23.5,306,151.38,20.77,13.23,17.18,27.2,10.98,1.39,45.72,2.09,2.38,2.64,1.2,2.67
07-02-2024,17:00:00,81,0,994.1,8.9,284,24,300,132.2,47.98,13.28,38.72,27.14,10.69,1.48,32.1,2.03,2.34,2.71,1.22,2.66
07-02-2024,18:00:00,80,0,993.8,9.9,280,25.3,294,140.45,25.82,13.6,15.03,26.75,10.4,0.53,45.53,2.37,7.39,2.78,4.57,7.88
07-02-2024,19:00:00,79,0,993.6,11.4,281,27.5,292,154.6,25.56,13.46,15.17,27.08,13.01,0.57,45.61,2.35,7.31,2.74,4.58,7.8
07-02-2024,20:00:00,80,0,993.2,11.5,290,27.9,297,185.64,28.08,15.1,29.32,26.66,12.1,0.93,35.22,2.14,2.4,2.57,1.78,3.1
07-02-2024,21:00:00,81,0,992.5,11.7,288,27.9,297,195.47,28.4,15.08,29.58,26.06,12.06,0.96,35.24,2.17,3.78,2.58,1.74,2.07
07-02-2024,22:00:00,81,0,992.3,13.2,281,29.6,291,193.01,23.26,15.66,28.07,26.83,11.49,1.97,33.59,2.47,4.44,3.71,1.57,2.46
07-02-2024,23:00:00,80,0,991.9,13.5,279,29.9,288,187.02,19.73,11.72,16.36,33.19,2.09,0.42,56.3,2.9,1.88,3.184684951,3.69210641,4.91
08-02-2024,00:00:00,81,0,991.9,13.4,284,29.5,290,168.38,13.7,12.38,25.41,56.32,10.91,1.6,21.6,4.27,21.4,13.3,13.14,5.34
08-02-2024,01:00:00,89,0,992.8,14.8,284,31.2,289,167.27,15.36,14.71,36.94,56.32,12.44,1.74,22.18,2.05,3.08,3.85,1.22,3.17
08-02-2024,02:00:00,87,0,993.2,16.1,286,32.5,291,155.94,23.98,10,34.99,45.22,11.58,1.2,25.92,2.18,4.77,2.34,1,2.39
08-02-2024,03:00:00,81,0,994.2,18.4,293,35.6,297,156.05,16.9,11.47,28.3,45.21,11.07,2,25.72,4.02,7.28,2.56,2.56,6.29
08-02-2024,04:00:00,75,0,994.6,18.2,304,32.9,304,141.5,14.76,13.38,35.26,39.52,11.43,1.4,18.52,3.74,5.25,3.53,3.81,5.36
08-02-2024,05:00:00,68,0,994.9,20.2,301,28.5,302,127.66,13.6,13.93,31.64,39.46,11.52,0.92,18.66,4.26,6.22,2.64,4.54,4.86
08-02-2024,06:00:00,60,0,994.4,23.1,304,31.8,305,140.78,18.13,18.58,25.6,82.39,8.72,1.56,18.93,4.19,10.91,2.6,2.99,3.93
08-02-2024,07:00:00,49,0,993.3,25.6,308,35.1,309,184.26,16.24,19.41,23.37,90.06,9.23,1.74,19.71,4.19,9.76,3.46,2.25,3.82
08-02-2024,08:00:00,46,0,992.4,25.8,306,35.5,307,238.18,16.3,16.34,30.84,80.54,8.91,0.65,30.95,3.42,10.24,2.6,2.1,2.84
08-02-2024,09:00:00,45,0,991.3,25.3,306,34.7,307,257.54,16.51,17.33,33.51,85,8.92,1.76,35.37,3.45,10.17,2.64,2.08,2.87
08-02-2024,10:00:00,46,0,990.6,23.4,299,33,299,292.34,13.74,21.17,25.4,66.85,10.14,1.04,35.51,3.13,9.98,1.06,1.27,2.71
08-02-2024,11:00:00,49,0,990.2,19.7,291,31,293,342.93,14.06,20.84,24.3,59.9,10.21,0.78,44.2,3.66,8.56,3.3,1.32,2.95
08-02-2024,12:00:00,54,0,989.8,16.7,284,30.6,288,337.42,15.42,18.47,32.65,56.64,9.97,1.82,39.84,3.41,8.34,1.97,1.34,2.87
08-02-2024,13:00:00,55,0,989.6,12.8,281,29.1,288,304.69,15.17,18.74,32.93,58.01,9.46,1.58,39.69,3.2,8.24,1.95,1.39,2.93
08-02-2024,14:00:00,58,0,990,12.4,278,29.5,286,284.94,12.32,18.09,24.46,70.4,9.43,0.8,44.61,3.16,8.11,2.64,1.38,2.73
08-02-2024,15:00:00,61,0,990.1,12.3,285,30.3,290,268.5,12.66,17.99,22.96,84.42,9.03,1.17,44.56,2.88,6.87,2.64,1.44,2.82
08-02-2024,16:00:00,63,0,990.4,12.3,291,30.3,295,260.74,16.06,17.9,23.73,81.04,8.55,1.52,33.81,3.26,25.7,2.64,1.52,2.86
08-02-2024,17:00:00,65,0,990.7,11.4,288,29,295,256.36,16.24,18.31,24.11,86.4,8.62,1.53,33.82,3.25,27.63,2.68,1.69,2.96
08-02-2024,18:00:00,67,0,990.5,10.9,279,27.3,291,252.1,20.2,18.86,22.9,74.22,8.07,0.67,33.58,3.64,28.79,2.92,3.54,6.83
08-02-2024,19:00:00,69,0,990.4,10.5,278,27.2,290,288.11,20.66,19.08,23.37,67.42,9.5,0.72,33.63,3.83,26.18,2.8,3.78,6.97
08-02-2024,20:00:00,70,0,989.9,10.8,274,27.3,288,343.94,23.25,20.01,38.2,66.51,9.73,1.11,26.74,3.78,19.2,2.62,2.54,4.05
08-02-2024,21:00:00,71,0,989.6,11.3,277,27.9,290,353.55,22.97,19.89,38.09,68.71,9.51,1.1,26.61,3.89,18.67,2.55,2.29,3.19
08-02-2024,22:00:00,73,0,989.1,11.5,284,28.2,295,314.72,20.12,20.3,36.82,78.36,9.69,2.07,25.51,4.21,17.72,3.66,2.01,3.24
08-02-2024,23:00:00,76,0,989,11,289,27.4,298,282.86,17.84,20.23,36.59,90.47,9.35,2.07,24.5,4.75,15.54,3.73,1.93,4.12
09-02-2024,00:00:00,80,0,989.4,9.6,283,25.4,297,238.53,13.71,17.58,25.64,94.16,9.05,1.17,22.37,4.26,24.9,13.45,7.22,4.8
09-02-2024,01:00:00,84,0,990.6,7.9,267,22.5,286,215.67,14.29,18.97,32.51,96.72,9.54,1.26,18.04,2.63,11.9,3.84,1.49,3.27
09-02-2024,02:00:00,85,0,991.3,6.8,267,20.2,286,218.16,19.77,15.59,31.03,79.94,8.98,0.9,20.47,2.63,12.17,2.32,1.25,2.58
09-02-2024,03:00:00,77,0,992.6,8.3,265,16.7,289,212.88,14.25,16.01,25.53,71.54,9.11,1.44,20.26,3.77,13.14,2.5,1.94,4.93
09-02-2024,04:00:00,71,0,993.8,5.5,259,13.3,283,194.54,13.04,17.73,30.65,66.06,11,1.13,15.55,3.53,11.23,3.56,2.5,4.23
09-02-2024,05:00:00,66,0,994.5,5.8,263,8.3,270,195.7,12.73,17.72,28.57,69.24,10.74,0.8,15.58,3.79,11.5,2.64,2.82,4.03
09-02-2024,06:00:00,59,0,994.3,6.2,280,8,280,221.34,19.22,20.34,29.12,80.36,10.53,1.62,18.91,3.9,11.19,2.68,2.8,3.99
09-02-2024,07:00:00,53,0,993.7,6.8,288,8.9,291,238.26,20.87,21.85,28.48,93.85,9,1.89,19.71,4.13,10.06,3.54,2.24,3.97
09-02-2024,08:00:00,47,0,993.1,7.3,290,9,293,281.01,21.28,18.39,35.95,88.94,9.13,0.83,30.95,3.71,10.62,2.62,2.38,3.21
09-02-2024,09:00:00,43,0,992.4,7,291,8.2,293,428.6,23.16,19.78,40.07,93.54,9.22,2,35.4,4.16,10.94,2.52,2.94,3.73
09-02-2024,10:00:00,42,0,992.1,5.5,293,6.8,295,462.72,19.69,23.44,31.48,76.25,8.84,1.21,35.7,3.62,10.98,1.07,2.32,3.65
09-02-2024,11:00:00,45,0,991.9,4.4,305,5.7,305,373.04,19.22,23,29.42,67.96,9.56,0.91,43.67,4.02,9.43,3.33,2.22,3.78
09-02-2024,12:00:00,49,0,992,4.3,318,5.4,318,287.48,19.2,20.53,36.87,61.69,10.38,1.82,39.99,3.62,9.1,1.94,2.33,3.54
09-02-2024,13:00:00,43,0,992.6,6.8,360,8.8,341,228.78,18.09,20.23,36.25,62.65,9.55,1.54,39.68,3.44,8.86,1.95,2.1,3.4
09-02-2024,14:00:00,56,0,993,8,18,10.5,354,195.82,14.69,19.53,25.11,70.8,9.54,0.7,44.51,3.07,8.44,2.72,2.2,3.14
09-02-2024,15:00:00,68,0,993.1,9.5,37,12.3,7,179.13,14.18,19.75,24.94,85.54,9.24,1.13,44.44,2.99,8.49,2.62,2.22,3.16
09-02-2024,16:00:00,78,0,993.4,10.8,53,14.7,25,166.83,16.91,19.19,25.15,82.84,8.86,1.54,33.79,3.29,8.76,2.62,2.36,3.2
09-02-2024,17:00:00,80,0,993.7,10.8,53,16.3,31,176.35,16.77,19.17,25.01,86.98,8.95,1.56,33.81,3.43,8.78,2.61,2.48,3.33
09-02-2024,18:00:00,79,0,993.6,9.4,58,16.7,37,190.38,19.67,19.58,22.63,76.36,8.58,0.68,33.4,3.74,14.19,2.93,5.73,8.1
09-02-2024,19:00:00,79,0,993.3,8.6,57,16.6,41,255.03,20.29,19.32,22.87,67.47,4.42,0.79,33.7,3.75,13.9,2.72,5.5,8
09-02-2024,20:00:00,80,0,993,8.7,66,15.5,44,471.48,27.68,20.68,42.23,63.4,5.29,1.43,26.58,3.83,9.44,2.56,4.14,4.89
09-02-2024,21:00:00,83,0,992.6,10.7,78,13.8,47,690.18,29.89,20.34,43.75,76.98,5.96,1.87,26.66,4.23,11.05,2.54,4.39,4.59
09-02-2024,22:00:00,84,0,992.4,9.6,103,12,57,743.55,28.81,20.13,43.9,87.14,9.81,3.22,25.48,4.71,11.68,3.66,4.19,4.86
09-02-2024,23:00:00,80,0,992.5,6.7,126,8.9,63,653.56,26.05,19.3,42.49,100.48,10.46,3.62,24.55,5.63,10.77,3.69,4.04,5.84
10-02-2024,00:00:00,72,0,993,1.8,180,4.5,61,663.24,20.47,16.63,30.53,108.15,9.5,3,22.41,5.69,22,13.41,9.41,6.7
10-02-2024,01:00:00,94,0,994.3,3.5,294,6.6,29,648.65,20.68,17.68,37.17,104.36,9.33,3.39,18.01,4.57,10.62,3.82,4.02,5.48
10-02-2024,02:00:00,98,0,994.7,4.3,312,7.1,30,633.04,26.91,13.78,35.78,86.91,9.62,2.97,20.49,5.07,12.5,2.35,4.3,5.26
10-02-2024,03:00:00,94,0,995.6,3.3,319,6.5,34,597.16,23.73,14.6,32.48,82.33,8.94,3.12,20.43,6.78,14.98,2.59,5.58,8.12
10-02-2024,04:00:00,88,0,996.8,2.1,329,5.2,34,500.5,24.31,15.79,38.54,76.64,9.32,2.39,15.52,7.06,14.48,3.44,6.68,7.89
10-02-2024,05:00:00,82,0,997.2,2.4,333,2.9,353,460.1,25.72,15.14,37.62,81.58,9.53,1.87,15.58,7.81,15.87,2.69,7.19,7.86
10-02-2024,06:00:00,65,0,996.8,3.5,336,4.2,340,433.38,29.59,16.82,35.51,89.26,8.83,2.57,18.95,8.23,16.31,2.68,7.14,7.85
10-02-2024,07:00:00,53,0,996,6.3,329,7.4,331,421.83,28.81,17.63,32.57,92.96,8.87,2.76,19.71,8.56,15.92,3.54,6.44,7.71
10-02-2024,08:00:00,50,0,994.8,7.8,326,9.4,328,408.29,27.27,14.72,38.93,88.35,8.46,1.73,30.89,8,16.91,2.48,6.26,6.79
10-02-2024,09:00:00,49,0,994,8.3,326,10.4,326,490.46,28.79,18.73,44.02,95.04,8.16,2.77,35.22,8.35,17.61,2.61,6.61,7.25
10-02-2024,10:00:00,51,0,993.5,8.8,325,10.9,326,503.86,22.69,24.84,34.48,82.3,3.52,2.03,35.85,7.94,16.97,1.09,5.88,6.74
10-02-2024,11:00:00,54,0,993.5,8.6,327,11.5,328,322.27,20.69,24.94,31.58,71.56,10.31,1.57,43.77,7.9,14.47,3.13,5.14,6.32
10-02-2024,12:00:00,71,0,993.3,5.3,332,13.2,334,245.47,19.66,23.73,39,65.03,10.94,2.39,40.11,7.12,13.49,1.94,4.58,5.66
10-02-2024,13:00:00,77,0,993,10.4,346,14.3,348,200.92,17.86,24.58,38.32,65.32,10.9,2.05,39.74,6.67,12.78,1.93,4.18,5.33
10-02-2024,14:00:00,81,0,993.3,10.8,2,14.1,357,185.69,13.25,23.25,27.92,70.18,10.52,1.17,44.6,6.39,12.12,2.63,3.87,4.78
10-02-2024,15:00:00,86,0,993.5,11.2,360,14.4,357,198.15,12.47,22.98,27.32,83.41,9.82,1.55,44.64,6.17,11.96,2.61,3.7,4.61
10-02-2024,16:00:00,90,0,994,11.4,349,17.1,352,207.72,14.74,22.75,25.05,83.23,8.7,1.86,33.76,6.16,12.09,2.67,3.94,4.7
10-02-2024,17:00:00,92,0,994.2,11.3,353,18.2,351,223.09,15.01,22.34,25.11,86.68,8.8,1.83,33.78,5.87,11.91,2.6,4.38,4.89
10-02-2024,18:00:00,93,0,994.1,9.7,360,17.7,355,229.59,18.46,22.36,23.09,78.8,8.3,0.92,33.52,5.85,17.01,2.9,6.74,8.97
10-02-2024,19:00:00,95,0,993.6,10.9,6,16.2,360,243.8,18.64,21.32,22.73,68.46,7.56,0.96,33.66,5.6,17.12,2.83,7.08,9.43
10-02-2024,20:00:00,94,0,993.3,9.3,344,13.7,355,284.29,21.03,22.16,37.5,66.04,8.58,1.43,26.64,5.34,11.7,2.66,5.62,6.06
10-02-2024,21:00:00,96,0,993,8.2,322,12.5,348,378.78,28.2,15.1,29.64,26.4,10.68,1.32,35.3,2.15,3.79,2.56,1.7,2.08
10-02-2024,22:00:00,99,0,992.5,8.7,312,12.3,345,490.46,22.59,15.62,28.12,26.39,9.94,2.5,33.57,2.39,4.46,3.77,1.58,2.43
10-02-2024,23:00:00,100,0,992.2,8.6,303,11.8,340,599.91,20.77,16.13,28.17,31.17,11.21,2.66,31.92,3.14,3.43,3.68,1.59,3.93
11-02-2024,00:00:00,100,0,992.2,8.4,295,11.6,334,573.86,13.76,12.4,25.66,56.35,10.47,2.69,21.72,4.33,21.1,12.68,13.18,5.35
11-02-2024,01:00:00,100,0,993,8.6,303,12.9,333,471.96,15.39,14.93,36.85,56.33,10,2.8,22.27,2.04,3.04,3.77,1.31,3.19
11-02-2024,02:00:00,100,0,993.7,6.1,298,13.3,327,431.7,23.98,9.98,35.13,45.23,12.06,2.19,25.99,2.22,4.8,2.36,0.98,2.37
11-02-2024,03:00:00,99,0,994.7,6.4,286,12.7,315,394.83,16.96,11.41,28.16,45.25,11.14,2.86,25.94,4.08,7.24,2.64,2.56,6.39
11-02-2024,04:00:00,92,0,996,4.9,287,11.3,307,374.9,14.83,13.46,35.25,39.43,9.8,2.37,18.53,3.74,5.24,3.58,3.83,5.1
11-02-2024,05:00:00,78,0,996.5,5.7,305,7.9,309,398.57,13.64,13.96,31.66,39.42,12.73,1.71,18.63,4.27,6.22,2.73,4.55,4.74
11-02-2024,06:00:00,66,0,996.3,6.7,324,8.6,327,392.85,18.13,17.06,27.9,44.17,12.36,2.8,23.52,4.3,6.24,2.72,4.56,4.92
11-02-2024,07:00:00,58,0,995.5,7.9,336,9.7,338,383.18,18.26,18.54,24.8,43.54,11.8,3.06,24.72,4.27,4.75,3.61,3.2,4.62
11-02-2024,08:00:00,55,0,994.4,7.4,337,9.4,342,326.25,17.11,13.34,34.85,36.34,10.81,1.36,41.67,3.04,5.54,2.5,2.85,3.07
11-02-2024,09:00:00,53,0,993.5,7.1,336,8.8,341,334.81,33.91,19.29,50.54,113.14,8.44,2.34,35.36,6.9,14.18,2.55,6.48,6.46
11-02-2024,10:00:00,52,0,993,6.8,335,8.4,340,346,29.76,25.03,40.01,96.94,7.97,1.55,35.55,6.28,13.61,1.03,5.3,5.92
11-02-2024,11:00:00,54,0,993,6.7,324,8.4,329,326.98,26.05,25.32,36.18,83.86,9.33,1.25,43.92,6.41,11.7,3.3,4.74,5.76
11-02-2024,12:00:00,73,0,993,5.6,297,10.7,312,272.64,24.35,24.72,43.59,76.16,9.69,2.1,39.89,5.77,11.04,1.94,4.32,5.28
11-02-2024,13:00:00,72,0,992.7,9.7,321,16.1,333,239.6,19.74,32.45,33.46,74.8,2.94,0.85,33.02,6.99,13.42,3.184684951,6.72,6.38
11-02-2024,14:00:00,77,0,993.1,9.2,329,18.5,336,213.9,16.13,23.81,30.74,76.59,9.06,0.94,44.43,5.1,9.86,2.7,3.6,4.46
11-02-2024,15:00:00,81,0,993.3,9.2,339,20.6,341,193.48,15.44,23.87,29.92,90.2,10.33,1.36,44.73,4.95,9.74,2.67,3.5,4.35
11-02-2024,16:00:00,85,0,993.6,9.6,347,20.2,344,181.72,17.88,23.6,28.18,91.69,9.93,1.74,33.86,4.74,9.79,2.64,3.51,4.38
11-02-2024,17:00:00,87,0,993.6,12,353,17.3,348,184.66,17.24,22.8,22.84,92.97,10.04,1.61,33.88,4.01,9.29,2.64,3.44,4.28
11-02-2024,18:00:00,86,0,993.3,10.9,351,16.1,344,211.55,22.21,22.26,15.8,142.7,11.6,0.57,22.36,3.52,13.68,2.82,5.04,9.94
11-02-2024,19:00:00,86,0,993.3,10.2,328,14.8,334,217.4,22.2,22.18,15.93,117.06,10.64,0.58,22.26,3.39,13.89,2.89,4.88,9.08
11-02-2024,20:00:00,82,0,993.2,8.5,332,14,334,267.42,23.24,23.1,37.57,71.2,7.81,1.25,26.61,4.16,9.35,2.62,3.55,4.59
